protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN127473_c0_g1_i15.p1	XP_046669352.1 5'-3' exoribonuclease 1 isoform X3 	XP_046669352.1	76.4	0.0	944	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	XRN_N(PF03159.25);XRN_M(PF17846.7)	3.9e-99	COG5049@1|root,KOG2045@2759|Eukaryota,38DKU@33154|Opisthokonta,3BEVP@33208|Metazoa,3CUYH@33213|Bilateria,41TYE@6656|Arthropoda,3SHZV@50557|Insecta	DL	5'-3' exoribonuclease		GO:0000003,GO:0000184,GO:0000291,GO:0000723,GO:0000932,GO:0000956,GO:0001700,GO:0002009,GO:0002151,GO:0002165,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004534,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006396,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0007049,GO:0007275,GO:0007276,GO:0007283,GO:0007391,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0007568,GO:0007569,GO:0008150,GO:0008152,GO:0008334,GO:0008340,GO:0008409,GO:0009056,GO:0009057,GO:0009611,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009894,GO:0009987,GO:0010259,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010603,GO:0010605,GO:0010607,GO:0010608,GO:0010629,GO:0010639,GO:0010941,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016075,GO:0016246,GO:0016331,GO:0016441,GO:0016458,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0022414,GO:0030425,GO:0031047,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031329,GO:0031333,GO:0032200,GO:0032204,GO:0032205,GO:0032210,GO:0032211,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033043,GO:0033044,GO:0034248,GO:0034249,GO:0034428,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0035107,GO:0035114,GO:0035120,GO:0035194,GO:0035220,GO:0035239,GO:0035295,GO:0035770,GO:0036464,GO:0036477,GO:0040008,GO:0040029,GO:0042060,GO:0042592,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043487,GO:0043488,GO:0044087,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044297,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0044703,GO:0045202,GO:0045570,GO:0045572,GO:0045927,GO:0045934,GO:0046483,GO:0046528,GO:0046529,GO:0046620,GO:0046622,GO:0046700,GO:0048232,GO:0048513,GO:0048518,GO:0048519,GO:0048523,GO:0048563,GO:0048569,GO:0048598,GO:0048609,GO:0048638,GO:0048639,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051094,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051252,GO:0051276,GO:0051321,GO:0051704,GO:0051880,GO:0060249,GO:0060255,GO:0060429,GO:0060548,GO:0060562,GO:0061013,GO:0065007,GO:0065008,GO:0070034,GO:0070481,GO:0071025,GO:0071027,GO:0071028,GO:0071044,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0097447,GO:0097458,GO:0120025,GO:0120038,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902115,GO:1902116,GO:1903311,GO:1904356,GO:1904357,GO:1990904,GO:2000026,GO:2000112,GO:2000113,GO:2000278,GO:2000279,GO:2001251	ko:K12618	ko03008,ko03018,map03008,map03018	XP_046669352.1 5'-3' exoribonuclease 1 isoform X3 [Homalodisca vitripennis]
TRINITY_DN12748_c0_g3_i2.p1	XP_046683923.1 ras-related protein Rab-13 [Homalod	XP_046683923.1	83.8	2.08e-124	361	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Ras(PF00071.29);Roc(PF08477.20);Arf(PF00025.28)	1.1e-57	KOG0078@1|root,KOG0078@2759|Eukaryota,39PIX@33154|Opisthokonta,3BGJV@33208|Metazoa,3D4TN@33213|Bilateria,41W1D@6656|Arthropoda,3SI9E@50557|Insecta	U	GTP binding. It is involved in the biological process described with protein transport		GO:0002790,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0006887,GO:0006904,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0008104,GO:0008150,GO:0009306,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010243,GO:0012505,GO:0015031,GO:0015833,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0017157,GO:0022406,GO:0023052,GO:0030141,GO:0031410,GO:0031982,GO:0032482,GO:0032593,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032940,GO:0033036,GO:0035556,GO:0036477,GO:0042221,GO:0042886,GO:0043025,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0044297,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0045202,GO:0046903,GO:0048278,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051049,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051716,GO:0060627,GO:0065007,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0097458,GO:0097708,GO:0099503,GO:0140029,GO:0140056,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1903530	ko:K07976		XP_046683923.1 ras-related protein Rab-13 [Homalodisca vitripennis]
TRINITY_DN127558_c0_g1_i1.p1	RXG61764.1 5-formyltetrahydrofolate cyclo-ligase, 	RXG61764.1	51.5	1.04e-21	96.7	13347	Armadillidium vulgare	Armadillidium vulgare	;Arthropoda;Malacostraca;Isopoda;Armadillidiidae;Armadillidium;Armadillidium vulgare	1	0	0	0	5-FTHF_cyc-lig(PF01812.27)	5.6e-16	COG0212@1|root,KOG3093@2759|Eukaryota,39CHJ@33154|Opisthokonta,3BI5A@33208|Metazoa,3CZNJ@33213|Bilateria,481I5@7711|Chordata,495FJ@7742|Vertebrata,49QDA@7898|Actinopterygii	H	5-formyltetrahydrofolate cyclo-ligase		GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009064,GO:0009108,GO:0009109,GO:0009111,GO:0009396,GO:0009397,GO:0009987,GO:0015942,GO:0016053,GO:0016054,GO:0016874,GO:0016879,GO:0016882,GO:0016999,GO:0017076,GO:0017144,GO:0018130,GO:0019438,GO:0019439,GO:0019752,GO:0019842,GO:0030272,GO:0030554,GO:0031406,GO:0031974,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033218,GO:0034641,GO:0035639,GO:0035999,GO:0036094,GO:0042219,GO:0042365,GO:0042398,GO:0042558,GO:0042559,GO:0042560,GO:0042737,GO:0043167,GO:0043168,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046395,GO:0046483,GO:0046653,GO:0046655,GO:0046657,GO:0046700,GO:0051186,GO:0051187,GO:0051188,GO:0070013,GO:0071704,GO:0072341,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605	ko:K01934	ko00670,ko01100,map00670,map01100	RXG61764.1 5-formyltetrahydrofolate cyclo-ligase, partial [Armadillidium vulgare]
TRINITY_DN12759_c0_g2_i2.p1	XP_054276379.1 elongin-C [Macrosteles quadrilineat	XP_054276379.1	98.3	3.27e-81	244	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	Skp1_POZ(PF03931.22)	4.4e-11	KOG3473@1|root,KOG3473@2759|Eukaryota,3A1QH@33154|Opisthokonta,3BQAG@33208|Metazoa,3D75N@33213|Bilateria,41ZAQ@6656|Arthropoda,3SMR0@50557|Insecta	K	Belongs to the SKP1 family		GO:0000003,GO:0000151,GO:0000153,GO:0000280,GO:0000578,GO:0000819,GO:0001666,GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0005705,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006368,GO:0006464,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006996,GO:0007017,GO:0007018,GO:0007049,GO:0007059,GO:0007135,GO:0007275,GO:0007350,GO:0007351,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008023,GO:0008150,GO:0008152,GO:0008595,GO:0009058,GO:0009059,GO:0009628,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010628,GO:0010638,GO:0016043,GO:0016070,GO:0016344,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019904,GO:0022402,GO:0022414,GO:0030891,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031461,GO:0031462,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032784,GO:0032786,GO:0032968,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033554,GO:0034243,GO:0034641,GO:0034645,GO:0034654,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0036211,GO:0036293,GO:0036294,GO:0040020,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043618,GO:0043620,GO:0043687,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0045132,GO:0045144,GO:0045787,GO:0045836,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048285,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050000,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051252,GO:0051254,GO:0051276,GO:0051303,GO:0051305,GO:0051321,GO:0051445,GO:0051446,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0051716,GO:0051726,GO:0051759,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0060255,GO:0060429,GO:0060562,GO:0061418,GO:0061983,GO:0065007,GO:0070013,GO:0070192,GO:0070449,GO:0070482,GO:0070887,GO:0071453,GO:0071456,GO:0071704,GO:0071840,GO:0080090,GO:0090068,GO:0090304,GO:0097659,GO:0098687,GO:0098813,GO:0140013,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901987,GO:1901989,GO:1901993,GO:1901995,GO:1902099,GO:1902101,GO:1902102,GO:1902104,GO:1902494,GO:1902680,GO:1903046,GO:1903506,GO:1903508,GO:1905132,GO:1905134,GO:1905818,GO:1905820,GO:1990234,GO:2000112,GO:2000241,GO:2000243,GO:2001141	ko:K03872	ko04066,ko04120,ko05200,ko05211,map04066,map04120,map05200,map05211	XP_054276379.1 elongin-C [Macrosteles quadrilineatus]
TRINITY_DN127618_c0_g1_i1.p1	XP_046673079.1 50S ribosomal protein L1 [Homalodis	XP_046673079.1	54.6	1.92e-117	354	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Ribosomal_L1(PF00687.27)	4.8e-24	COG0081@1|root,KOG1569@2759|Eukaryota,39MR8@33154|Opisthokonta,3BJFA@33208|Metazoa,3CXQY@33213|Bilateria,41YA6@6656|Arthropoda,3SKQD@50557|Insecta,46I51@7399|Hymenoptera	J	Ribosomal protein L1p/L10e family		GO:0000154,GO:0000313,GO:0000315,GO:0000469,GO:0000470,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005732,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005761,GO:0005762,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0016070,GO:0016072,GO:0016073,GO:0019538,GO:0019866,GO:0022411,GO:0022613,GO:0030515,GO:0031090,GO:0031118,GO:0031120,GO:0031429,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032543,GO:0032984,GO:0032991,GO:0034470,GO:0034513,GO:0034641,GO:0034645,GO:0034660,GO:0040031,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0070125,GO:0070126,GO:0071704,GO:0071840,GO:0072588,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0098798,GO:0140053,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990904	ko:K02863	ko03010,map03010	XP_046673079.1 50S ribosomal protein L1 [Homalodisca vitripennis]
TRINITY_DN127632_c0_g1_i3.p1	XP_046684373.1 uncharacterized protein LOC12437012	XP_046684373.1	43.8	1.36e-24	110	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			KOG1075@1|root,KOG1075@2759|Eukaryota,3A278@33154|Opisthokonta,3BQC7@33208|Metazoa,3D3FI@33213|Bilateria,422CS@6656|Arthropoda,3SUI6@50557|Insecta,3ECF5@33342|Paraneoptera	S	Endonuclease-reverse transcriptase			ko:K10443		XP_046684373.1 uncharacterized protein LOC124370127 [Homalodisca vitripennis]
TRINITY_DN127632_c1_g1_i1.p1	KAG8245744.1 hypothetical protein J6590_100051 [Ho	KAG8245744.1	37.3	1.69e-07	58.2	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria,48DPU@7711|Chordata,49A9G@7742|Vertebrata	S	Reverse transcriptase (RNA-dependent DNA polymerase)					KAG8245744.1 hypothetical protein J6590_100051 [Homalodisca vitripennis]
TRINITY_DN127663_c0_g2_i2.p1	XP_044599077.1 phosphorylated adapter RNA export p	XP_044599077.1	32.1	2.95e-34	142	32391	Cotesia glomerata	Cotesia glomerata	;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia glomerata	1	0	0	0	PHAX_RNA-bd(PF10258.15)	2.7e-25	KOG3948@1|root,KOG3948@2759|Eukaryota,38CJ2@33154|Opisthokonta,3BIGQ@33208|Metazoa,3D2WG@33213|Bilateria,41Z5P@6656|Arthropoda,3SMFY@50557|Insecta	A	PHAX RNA-binding domain		GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006139,GO:0006351,GO:0006366,GO:0006403,GO:0006405,GO:0006408,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009301,GO:0009987,GO:0010467,GO:0015630,GO:0015643,GO:0015931,GO:0016070,GO:0016073,GO:0018130,GO:0019438,GO:0031974,GO:0031981,GO:0032774,GO:0033036,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0036477,GO:0042795,GO:0043025,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046907,GO:0050657,GO:0050658,GO:0051030,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0070013,GO:0071702,GO:0071704,GO:0071705,GO:0090304,GO:0097064,GO:0097159,GO:0097458,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901363,GO:1901576	ko:K14291	ko03013,map03013	XP_044599077.1 phosphorylated adapter RNA export protein [Cotesia glomerata]
TRINITY_DN127691_c4_g2_i1.p1										0	0	0	0										
TRINITY_DN127719_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN127778_c3_g1_i2.p1										0	0	0	0										
TRINITY_DN1277_c0_g1_i3.p1	XP_039297109.1 piggyBac transposable element-deriv	XP_039297109.1	65.5	3.69e-137	411	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	DDE_Tnp_1_7(PF13843.13);zf-Tnp_2(PF13842.13)	2.7e-30	28PUT@1|root,2QWHD@2759|Eukaryota,38EA4@33154|Opisthokonta,3BMU4@33208|Metazoa,3CZSB@33213|Bilateria,420QI@6656|Arthropoda,3SP2M@50557|Insecta	S	PiggyBac transposable element-derived protein 4-like					XP_039297109.1 piggyBac transposable element-derived protein 4-like [Nilaparvata lugens]
TRINITY_DN1278_c0_g1_i10.p1	XP_046680365.1 uncharacterized protein LOC12436752	XP_046680365.1	71.4	0.0	2026	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Dumpy_DPY(PF21164.3);EGF_3(PF12947.14);Plasmod_Pvs28(PF06247.18)	8e-134	KOG1217@1|root,KOG1217@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa,3CUNH@33213|Bilateria,41VHE@6656|Arthropoda,3SKFR@50557|Insecta	T	Calcium ion binding		GO:0002009,GO:0002165,GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0007275,GO:0007424,GO:0007444,GO:0007472,GO:0007475,GO:0007476,GO:0007552,GO:0007560,GO:0007591,GO:0008150,GO:0008362,GO:0008587,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0022404,GO:0031012,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0040003,GO:0040005,GO:0042303,GO:0042335,GO:0044421,GO:0044719,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0060429,GO:0060541,GO:0060562,GO:0065007,GO:0065008,GO:0090066			XP_046680365.1 uncharacterized protein LOC124367525 [Homalodisca vitripennis]
TRINITY_DN1278_c0_g1_i12.p1	CAD7207257.1 unnamed protein product, partial [Tim	CAD7207257.1	78.2	1.05e-173	505	61478	Timema douglasi	Timema douglasi	;Arthropoda;Insecta;Phasmatodea;Timematidae;Timema;Timema douglasi	1	0	0	0	Dumpy_DPY(PF21164.3);EGF_3(PF12947.14)	8.6e-31	KOG1217@1|root,KOG1217@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa,3CUNH@33213|Bilateria,41VHE@6656|Arthropoda,3SKFR@50557|Insecta	T	Calcium ion binding		GO:0002009,GO:0002165,GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0007275,GO:0007424,GO:0007444,GO:0007472,GO:0007475,GO:0007476,GO:0007552,GO:0007560,GO:0007591,GO:0008150,GO:0008362,GO:0008587,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0022404,GO:0031012,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0040003,GO:0040005,GO:0042303,GO:0042335,GO:0044421,GO:0044719,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0060429,GO:0060541,GO:0060562,GO:0065007,GO:0065008,GO:0090066			CAD7207257.1 unnamed protein product, partial [Timema douglasi]
TRINITY_DN1278_c0_g1_i13.p1	XP_039292287.1 uncharacterized protein LOC11105216	XP_039292287.1	82.2	2.97e-100	328	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	EGF_3(PF12947.14);Dumpy_DPY(PF21164.3)	3.3e-14	KOG1217@1|root,KOG1217@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa,3CUNH@33213|Bilateria,41VHE@6656|Arthropoda,3SX05@50557|Insecta,3EC26@33342|Paraneoptera	T	Worm-specific repeat type 1					XP_039292287.1 uncharacterized protein LOC111052168 [Nilaparvata lugens]
TRINITY_DN1278_c0_g1_i2.p1	XP_046680365.1 uncharacterized protein LOC12436752	XP_046680365.1	59.4	0.0	1002	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Dumpy_DPY(PF21164.3);EGF_3(PF12947.14)	7.6e-70	KOG1217@1|root,KOG1217@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa,3CUNH@33213|Bilateria,41VHE@6656|Arthropoda,3SKFR@50557|Insecta	T	Calcium ion binding		GO:0002009,GO:0002165,GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0007275,GO:0007424,GO:0007444,GO:0007472,GO:0007475,GO:0007476,GO:0007552,GO:0007560,GO:0007591,GO:0008150,GO:0008362,GO:0008587,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0022404,GO:0031012,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0040003,GO:0040005,GO:0042303,GO:0042335,GO:0044421,GO:0044719,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0060429,GO:0060541,GO:0060562,GO:0065007,GO:0065008,GO:0090066			XP_046680365.1 uncharacterized protein LOC124367525 [Homalodisca vitripennis]
TRINITY_DN1278_c0_g1_i3.p1	XP_033611631.1 stabilin-1 [Cryptotermes secundus]	XP_033611631.1	82.2	1.33e-89	281	105785	Cryptotermes secundus	Cryptotermes secundus	;Arthropoda;Insecta;Blattodea;Kalotermitidae;Cryptotermes;Cryptotermes secundus	1	0	0	0	EGF_3(PF12947.14);Dumpy_DPY(PF21164.3);Plasmod_Pvs28(PF06247.18)	1.9e-18	KOG1217@1|root,KOG1217@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa,3CUNH@33213|Bilateria,41VHE@6656|Arthropoda,3SKFR@50557|Insecta	T	Calcium ion binding		GO:0002009,GO:0002165,GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0007275,GO:0007424,GO:0007444,GO:0007472,GO:0007475,GO:0007476,GO:0007552,GO:0007560,GO:0007591,GO:0008150,GO:0008362,GO:0008587,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0022404,GO:0031012,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0040003,GO:0040005,GO:0042303,GO:0042335,GO:0044421,GO:0044719,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0060429,GO:0060541,GO:0060562,GO:0065007,GO:0065008,GO:0090066			XP_033611631.1 stabilin-1 [Cryptotermes secundus]
