protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN32609_c0_g1_i4.p1	False	False	0.01		OTHER	0		XP_026468553.1	XP_026468553.1 estrogen sulfotransferase-like [Cte	44.3	4.25e-83	Ctenocephalides felis	Sulfotransferase domain	GO:0003674,GO:0003824,GO:0004027,GO:0004062,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008146,GO:0008150,GO:0008152,GO:0009117,GO:0009150,GO:0009259,GO:0009308,GO:0009987,GO:0016740,GO:0016782,GO:0019637,GO:0019693,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050427,GO:0051923,GO:0055086,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	ko:K01016,ko:K01025	ko00140,map00140	S	Sulfotransfer_1(PF00685.34)
TRINITY_DN4914_c0_g1_i4.p5	False	False	0.0		OTHER	0		WP_221935831.1	WP_221935831.1 hypothetical protein, partial [Kleb	64.6	6.70e-94	Klebsiella pneumoniae	Integrase core domain				L	Pox_A32(PF04665.19)
TRINITY_DN4264_c0_g1_i30.p1	False	False	0.0		OTHER	0		XP_046664776.1	XP_046664776.1 E3 ubiquitin-protein ligase HECTD1 	81.8	0.0	Homalodisca vitripennis	metal ion binding. It is involved in the biological process described with protein ubiquitination	GO:0000003,GO:0000209,GO:0001568,GO:0001701,GO:0001775,GO:0001779,GO:0001838,GO:0001841,GO:0001843,GO:0001890,GO:0001892,GO:0001944,GO:0002009,GO:0002376,GO:0002520,GO:0002521,GO:0003006,GO:0003170,GO:0003205,GO:0003231,GO:0003279,GO:0003281,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0007044,GO:0007275,GO:0007399,GO:0007507,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009987,GO:0014020,GO:0016043,GO:0016331,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0021915,GO:0022414,GO:0022607,GO:0030097,GO:0030098,GO:0030101,GO:0030154,GO:0030163,GO:0031581,GO:0032446,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0034329,GO:0034330,GO:0035148,GO:0035239,GO:0035295,GO:0035904,GO:0036211,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0045321,GO:0046649,GO:0048513,GO:0048519,GO:0048534,GO:0048568,GO:0048598,GO:0048608,GO:0048646,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0051603,GO:0051865,GO:0060341,GO:0060429,GO:0060562,GO:0060606,GO:0060706,GO:0060707,GO:0060708,GO:0060712,GO:0060840,GO:0061458,GO:0061630,GO:0061659,GO:0065007,GO:0070534,GO:0070647,GO:0071704,GO:0071840,GO:0072175,GO:0072358,GO:0072359,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1903076,GO:1903077,GO:1903827,GO:1903828,GO:1904375,GO:1904376,GO:1905475,GO:1905476	ko:K12231		O	HECT(PF00632.31);MIB_HERC2(PF06701.20);Sad1_UNC(PF07738.20);Ank_2(PF12796.14);Ank(PF00023.37);Ank_5(PF13857.13);Ank_3(PF13606.13);Ank_4(PF13637.13)
TRINITY_DN1857_c0_g2_i3.p1	False	False	0.0		OTHER	0		KAB0803738.1	KAB0803738.1 hypothetical protein PPYR_00708 [Phot	55.4	2.89e-32	Photinus pyralis	Reverse transcriptase (RNA-dependent DNA polymerase)				L	DUF7041(PF23055.2)
TRINITY_DN15046_c0_g1_i1.p1	True	True	1.0	19	SP(Sec/SPI)	1	h	XP_021934411.1	XP_021934411.1 UDP-glucuronosyltransferase 2B20-li	43.9	1.72e-128	Zootermopsis nevadensis	Glycosyltransferase family 28 C-terminal domain	GO:0001523,GO:0001889,GO:0001972,GO:0002237,GO:0002526,GO:0003008,GO:0003674,GO:0003824,GO:0004857,GO:0005080,GO:0005488,GO:0005496,GO:0005501,GO:0005504,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005640,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005887,GO:0005975,GO:0005996,GO:0006011,GO:0006063,GO:0006082,GO:0006109,GO:0006139,GO:0006629,GO:0006631,GO:0006706,GO:0006711,GO:0006720,GO:0006721,GO:0006725,GO:0006778,GO:0006787,GO:0006789,GO:0006793,GO:0006805,GO:0006807,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0007275,GO:0007584,GO:0007588,GO:0007600,GO:0007606,GO:0007608,GO:0008144,GO:0008150,GO:0008152,GO:0008194,GO:0008202,GO:0008209,GO:0008210,GO:0008289,GO:0009056,GO:0009225,GO:0009410,GO:0009593,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009698,GO:0009719,GO:0009725,GO:0009804,GO:0009812,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010565,GO:0010675,GO:0010677,GO:0010817,GO:0012505,GO:0014070,GO:0015020,GO:0016020,GO:0016021,GO:0016042,GO:0016101,GO:0016740,GO:0016757,GO:0016758,GO:0016999,GO:0017001,GO:0017144,GO:0018879,GO:0019216,GO:0019217,GO:0019218,GO:0019222,GO:0019439,GO:0019585,GO:0019748,GO:0019752,GO:0019840,GO:0019867,GO:0019899,GO:0019900,GO:0019901,GO:0030234,GO:0031090,GO:0031099,GO:0031100,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031406,GO:0031667,GO:0031960,GO:0031965,GO:0031967,GO:0031968,GO:0031975,GO:0031984,GO:0032355,GO:0032496,GO:0032501,GO:0032502,GO:0032787,GO:0032870,GO:0032991,GO:0033013,GO:0033015,GO:0033293,GO:0033574,GO:0033993,GO:0034641,GO:0034663,GO:0034754,GO:0035690,GO:0036094,GO:0042167,GO:0042168,GO:0042175,GO:0042178,GO:0042221,GO:0042440,GO:0042445,GO:0042447,GO:0042493,GO:0042537,GO:0042573,GO:0042594,GO:0042802,GO:0042803,GO:0043086,GO:0043167,GO:0043168,GO:0043177,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043436,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045471,GO:0045833,GO:0045912,GO:0045922,GO:0045939,GO:0046149,GO:0046226,GO:0046271,GO:0046483,GO:0046677,GO:0046700,GO:0046982,GO:0046983,GO:0048513,GO:0048519,GO:0048523,GO:0048545,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051186,GO:0051187,GO:0051338,GO:0051348,GO:0051384,GO:0051552,GO:0051606,GO:0051704,GO:0051707,GO:0051716,GO:0052695,GO:0052696,GO:0052697,GO:0055086,GO:0060416,GO:0061008,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070069,GO:0070887,GO:0070980,GO:0071236,GO:0071310,GO:0071361,GO:0071375,GO:0071378,GO:0071383,GO:0071384,GO:0071385,GO:0071392,GO:0071394,GO:0071396,GO:0071407,GO:0071417,GO:0071466,GO:0071495,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097237,GO:0097305,GO:0097306,GO:0098588,GO:0098772,GO:0098805,GO:0098827,GO:1901135,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901652,GO:1901653,GO:1901654,GO:1901655,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1904223,GO:1904224,GO:2001029,GO:2001030	ko:K00699,ko:K04628	ko00040,ko00053,ko00140,ko00565,ko00600,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00565,map00600,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204	G	UDPGT(PF00201.25);EryCIII-like_C(PF06722.19);Glyco_tran_28_C(PF04101.23)
TRINITY_DN6067_c0_g1_i1.p1	False	False	0.0		OTHER	0		KAJ9590908.1	KAJ9590908.1 hypothetical protein L9F63_016065, pa	49.0	1.82e-240	Diploptera punctata	Prolyl oligopeptidase family	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006508,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008242,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0016787,GO:0017171,GO:0019538,GO:0022411,GO:0030141,GO:0031090,GO:0031410,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031982,GO:0032940,GO:0032984,GO:0034641,GO:0034645,GO:0036230,GO:0042119,GO:0042802,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0050435,GO:0050896,GO:0051179,GO:0051234,GO:0070011,GO:0070013,GO:0071704,GO:0071840,GO:0097708,GO:0099503,GO:0101002,GO:0140096,GO:1901564,GO:1901566,GO:1901576,GO:1904813	ko:K01303		O	APEH_N(PF19283.5);Peptidase_S9(PF00326.28);Abhydrolase_1(PF00561.27);Hydrolase_4(PF12146.16);BD-FAE(PF20434.6)
TRINITY_DN10793_c0_g2_i11.p2	False	False	0.0		OTHER	0												
TRINITY_DN10040_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_046684890.1	XP_046684890.1 uncharacterized protein LOC12437064	59.3	4.76e-53	Homalodisca vitripennis	Reverse transcriptase (RNA-dependent DNA polymerase)				S	RVT_1(PF00078.33)
TRINITY_DN1_c3_g1_i1.p1	False	False	0.0		OTHER	0		KAJ4437035.1	KAJ4437035.1 hypothetical protein ANN_17169, parti	41.3	1.58e-08	Periplaneta americana						
TRINITY_DN13217_c0_g1_i10.p1	False	False	0.0		OTHER	0												
TRINITY_DN24037_c0_g1_i5.p1	False	False	0.0		OTHER	0		XP_046662241.1	XP_046662241.1 LOW QUALITY PROTEIN: coiled-coil do	82.4	1.89e-63	Homalodisca vitripennis	Coiled-coil domain-containing protein 124	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944			S	Ccdc124(PF06244.19)
TRINITY_DN3711_c1_g1_i10.p1	False	False	0.0		OTHER	0		XP_026476422.1	XP_026476422.1 uncharacterized protein LOC11338207	64.5	6.64e-44	Ctenocephalides felis	DNA helicase activity				D	
TRINITY_DN7839_c1_g1_i8.p1	False	False	0.0		OTHER	0		XP_046667477.1	XP_046667477.1 LOW QUALITY PROTEIN: WD repeat and 	85.3	0.0	Homalodisca vitripennis	Domain of unknown function (DUF4704)	GO:0000226,GO:0000306,GO:0000323,GO:0000421,GO:0001578,GO:0001654,GO:0003674,GO:0003824,GO:0003831,GO:0005488,GO:0005543,GO:0005545,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005730,GO:0005737,GO:0005764,GO:0005773,GO:0005774,GO:0005776,GO:0005829,GO:0005886,GO:0006914,GO:0006996,GO:0007010,GO:0007017,GO:0007275,GO:0007399,GO:0007413,GO:0007417,GO:0007420,GO:0007423,GO:0008037,GO:0008038,GO:0008150,GO:0008152,GO:0008194,GO:0008289,GO:0008378,GO:0009056,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016234,GO:0016236,GO:0016604,GO:0016605,GO:0016740,GO:0016757,GO:0016758,GO:0019222,GO:0019898,GO:0022008,GO:0022416,GO:0030030,GO:0030154,GO:0030182,GO:0031090,GO:0031175,GO:0031312,GO:0031323,GO:0031396,GO:0031399,GO:0031594,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032268,GO:0032418,GO:0032501,GO:0032502,GO:0035091,GO:0035250,GO:0035973,GO:0040008,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044456,GO:0044464,GO:0045202,GO:0045927,GO:0046620,GO:0046622,GO:0048468,GO:0048513,GO:0048518,GO:0048638,GO:0048639,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048786,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0051094,GO:0051128,GO:0051171,GO:0051179,GO:0051239,GO:0051240,GO:0051246,GO:0051640,GO:0051641,GO:0060255,GO:0060322,GO:0061564,GO:0061912,GO:0061919,GO:0065007,GO:0065008,GO:0070013,GO:0071840,GO:0071944,GO:0080090,GO:0097156,GO:0097458,GO:0097635,GO:0098588,GO:0098793,GO:0098805,GO:0106030,GO:0120036,GO:1903320	ko:K22262		TU	Beach(PF02138.24);Beta-prop_WDR5(PF25175.2);Beta-prop_WDR3_1st(PF25173.2);FYVE(PF01363.28);Beta-prop_IFT122_1st(PF23381.2);WD40(PF00400.39);PH_BEACH(PF14844.13);Beta-prop_THOC3(PF25174.2);NBCH_WD40(PF20426.5);WD40_Prp19(PF24814.2);Arm_4(PF23295.2);Beta-prop_EML(PF23409.2);WD40_CDC20-Fz(PF24807.2);Beta-prop_TEP1_2nd(PF25047.1);DUF4704(PF15787.12);WD40_WDHD1_1st(PF24817.2);WD40_Gbeta(PF25391.2);Beta-prop_EML_2(PF23414.2);Beta-prop_WDR3_2nd(PF25172.2);Beta-prop_VPS8(PF23410.5);Beta-prop_CAF1B_HIR1(PF24105.2)
TRINITY_DN1376_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_054269359.1	XP_054269359.1 histone acetyltransferase KAT6B iso	54.8	2.14e-252	Macrosteles quadrilineatus	Belongs to the MYST (SAS MOZ) family	GO:0000123,GO:0000785,GO:0000786,GO:0000902,GO:0000904,GO:0001568,GO:0001944,GO:0002376,GO:0002520,GO:0003007,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003712,GO:0003713,GO:0003824,GO:0004402,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0005829,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006355,GO:0006357,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006928,GO:0006935,GO:0006950,GO:0006996,GO:0007275,GO:0007399,GO:0007405,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007507,GO:0007568,GO:0007569,GO:0008080,GO:0008134,GO:0008150,GO:0008152,GO:0008270,GO:0008283,GO:0009605,GO:0009653,GO:0009790,GO:0009887,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009987,GO:0010033,GO:0010171,GO:0010468,GO:0010484,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0016043,GO:0016319,GO:0016407,GO:0016410,GO:0016569,GO:0016570,GO:0016573,GO:0016604,GO:0016605,GO:0016607,GO:0016740,GO:0016746,GO:0016747,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019538,GO:0019827,GO:0022008,GO:0022607,GO:0023051,GO:0030030,GO:0030097,GO:0030099,GO:0030154,GO:0030182,GO:0030718,GO:0031175,GO:0031248,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031497,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0032993,GO:0033554,GO:0033563,GO:0034097,GO:0034212,GO:0034622,GO:0034728,GO:0035019,GO:0035162,GO:0035239,GO:0035295,GO:0035904,GO:0035909,GO:0036099,GO:0036211,GO:0040011,GO:0042221,GO:0042330,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043433,GO:0043543,GO:0043933,GO:0043966,GO:0043972,GO:0043994,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044815,GO:0044877,GO:0045595,GO:0045596,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046872,GO:0046914,GO:0048468,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048568,GO:0048583,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048844,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051090,GO:0051093,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051716,GO:0051726,GO:0060255,GO:0060322,GO:0060323,GO:0060324,GO:0060325,GO:0060840,GO:0061351,GO:0061564,GO:0061733,GO:0065003,GO:0065004,GO:0065007,GO:0065009,GO:0070013,GO:0070775,GO:0070776,GO:0070887,GO:0071103,GO:0071310,GO:0071345,GO:0071704,GO:0071824,GO:0071840,GO:0072089,GO:0072358,GO:0072359,GO:0080090,GO:0090398,GO:0097159,GO:0097485,GO:0098727,GO:0120036,GO:0120039,GO:0140110,GO:1901363,GO:1901564,GO:1901796,GO:1902493,GO:1902494,GO:1902531,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990234,GO:1990823,GO:1990830,GO:2000112,GO:2000113,GO:2000736,GO:2000737,GO:2001141	ko:K11305,ko:K11306	ko04550,map04550	B	MOZ_SAS(PF01853.25);zf-MYST(PF17772.8);PHD(PF00628.36)
TRINITY_DN766_c0_g1_i26.p1	False	False	0.0		OTHER	0		KAG8335327.1	KAG8335327.1 hypothetical protein J6590_070565 [Ho	52.0	2.52e-19	Homalodisca vitripennis	actin binding	GO:0000003,GO:0000226,GO:0000280,GO:0000578,GO:0000910,GO:0001662,GO:0002209,GO:0003002,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0005938,GO:0006403,GO:0006810,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007015,GO:0007017,GO:0007028,GO:0007049,GO:0007143,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0007399,GO:0007610,GO:0008017,GO:0008064,GO:0008092,GO:0008150,GO:0008298,GO:0008358,GO:0008595,GO:0009790,GO:0009798,GO:0009880,GO:0009948,GO:0009952,GO:0009987,GO:0009994,GO:0010324,GO:0010638,GO:0012505,GO:0012506,GO:0015631,GO:0016020,GO:0016043,GO:0016192,GO:0016358,GO:0019094,GO:0019953,GO:0021700,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0030029,GO:0030030,GO:0030036,GO:0030046,GO:0030154,GO:0030182,GO:0030659,GO:0030717,GO:0030832,GO:0030833,GO:0030838,GO:0031090,GO:0031175,GO:0031334,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0032271,GO:0032273,GO:0032501,GO:0032502,GO:0032504,GO:0032506,GO:0032535,GO:0032956,GO:0032970,GO:0033036,GO:0033043,GO:0033206,GO:0033555,GO:0035282,GO:0036089,GO:0040038,GO:0042596,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043254,GO:0044085,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045010,GO:0045451,GO:0046907,GO:0048193,GO:0048285,GO:0048468,GO:0048469,GO:0048477,GO:0048518,GO:0048522,GO:0048599,GO:0048609,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051017,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051276,GO:0051293,GO:0051295,GO:0051301,GO:0051321,GO:0051493,GO:0051495,GO:0051639,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051704,GO:0060810,GO:0060811,GO:0060996,GO:0061024,GO:0061572,GO:0061640,GO:0061982,GO:0061988,GO:0065007,GO:0065008,GO:0070013,GO:0070192,GO:0070649,GO:0070727,GO:0071840,GO:0071944,GO:0090066,GO:0097435,GO:0097708,GO:0099024,GO:0099568,GO:0110009,GO:0110053,GO:0120036,GO:0140013,GO:1902903,GO:1902905,GO:1903046	ko:K02098	ko04320,map04320	S	
TRINITY_DN7130_c0_g1_i51.p1	False	False	0.01		OTHER	0		KAG8237455.1	KAG8237455.1 hypothetical protein J437_LFUL015983 	85.1	5.62e-65	Ladona fulva	It is involved in the biological process described with cell redox homeostasis				O	Thioredoxin_2(PF13098.14)
TRINITY_DN9398_c0_g1_i3.p1	False	False	0.0		OTHER	0		XP_054266755.1	XP_054266755.1 RING finger protein 10 [Macrosteles	59.5	2.84e-163	Macrosteles quadrilineatus	Zinc ion binding	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006464,GO:0006807,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0008270,GO:0008285,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010624,GO:0010626,GO:0010628,GO:0010721,GO:0014013,GO:0014014,GO:0016567,GO:0016740,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0022008,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031641,GO:0031643,GO:0031644,GO:0031646,GO:0032446,GO:0032501,GO:0032502,GO:0036211,GO:0042127,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044057,GO:0044212,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045595,GO:0045596,GO:0045893,GO:0045935,GO:0045944,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051241,GO:0051252,GO:0051254,GO:0051865,GO:0051960,GO:0051961,GO:0051962,GO:0060251,GO:0060253,GO:0060255,GO:0060284,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0097159,GO:0140096,GO:1901363,GO:1901564,GO:1902680,GO:1903506,GO:1903508,GO:2000026,GO:2000112,GO:2001141			O	zf-C3HC4(PF00097.32);zf-RING_UBOX(PF13445.13);zf-C3HC4_2(PF13923.13)
TRINITY_DN7514_c0_g1_i43.p1	False	False	0.0		OTHER	0		XP_054258673.1	XP_054258673.1 actin-binding protein WASF2-like is	75.8	5.27e-40	Macrosteles quadrilineatus	Domain of unknown function (DUF4749)				TZ	DUF4749(PF15936.11)
TRINITY_DN2223_c1_g3_i1.p1	True	True	1.0	21	SP(Sec/SPI)	0		XP_046677775.1	XP_046677775.1 lachesin-like isoform X2 [Homalodis	83.3	1.21e-101	Homalodisca vitripennis	Defective proboscis extension response				T	V-set(PF07686.24);I-set(PF07679.23);Ig_3(PF13927.13);ig(PF00047.32)
